Date,Adj Close
2005-02-25,24.6145
2005-02-28,24.3774
2005-03-01,24.411
2005-03-02,24.3399
2005-03-03,24.3162
2005-03-04,25.0776
2005-03-07,24.8021
2005-03-08,24.7399
2005-03-09,24.7952
2005-03-10,24.4821
2005-03-11,24.6303
2005-03-14,24.6233
2005-03-15,24.5038
2005-03-16,23.9795
2005-03-17,24.2629
2005-03-18,24.177
2005-03-21,24.0348
2005-03-22,23.9567
2005-03-23,23.7217
2005-03-24,23.7217
2005-03-28,23.5884
2005-03-29,23.0621
2005-03-30,23.4512
2005-03-31,23.6486
2005-04-01,23.5815
2005-04-04,23.4373
2005-04-05,23.4847
2005-04-06,23.6042
2005-04-07,23.8619
2005-04-08,23.5163
2005-04-11,23.4373
2005-04-12,23.4166
2005-04-13,22.7637
2005-04-14,22.1278
2005-04-15,21.5768
2005-04-18,21.9244
2005-04-19,22.194
2005-04-20,21.8227
2005-04-21,22.2306
2005-04-22,22.0221
2005-04-25,22.2384
2005-04-26,21.8148
2005-04-27,21.6024
2005-04-28,21.4296
2005-04-29,21.9629
2005-05-02,22.1437
2005-05-03,22.2849
2005-05-04,22.6305
2005-05-05,22.4982
2005-05-06,22.5524
2005-05-09,22.5218
2005-05-10,22.1851
2005-05-11,22.2078
2005-05-12,21.6024
2005-05-13,21.1768
2005-05-16,21.2736
2005-05-17,21.5709
2005-05-18,22.1199
2005-05-19,22.0133
2005-05-20,21.8711
2005-05-23,22.0439
2005-05-24,21.9718
2005-05-25,21.7427
2005-05-26,21.9106
2005-05-27,21.9797
2005-05-31,21.8227
2005-06-01,22.1515
2005-06-02,22.0824
2005-06-03,22.037
2005-06-06,21.9718
2005-06-07,22.1031
2005-06-08,21.954
2005-06-09,21.8631
2005-06-10,22.0596
2005-06-13,22.2009
2005-06-14,22.2384
2005-06-15,22.4517
2005-06-16,22.6858
2005-06-17,22.5851
2005-06-20,22.348
2005-06-21,22.2306
2005-06-22,22.2078
2005-06-23,21.6845
2005-06-24,21.4395
2005-06-27,21.3813
2005-06-28,21.7229
2005-06-29,21.6262
2005-06-30,21.2815
2005-07-01,21.2677
2005-07-05,21.322
2005-07-06,21.2509
2005-07-07,21.2992
2005-07-08,21.715
2005-07-11,22.0133
2005-07-12,21.954
2005-07-13,21.8859
2005-07-14,21.9174
2005-07-15,21.878
2005-07-18,21.8305
2005-07-19,22.1851
2005-07-20,22.5278
2005-07-21,22.4182
2005-07-22,22.5604
2005-07-25,22.3718
2005-07-26,22.0596
2005-07-27,22.2947
2005-07-28,22.5446
2005-07-29,22.4597
2005-08-01,22.348
2005-08-02,22.6858
2005-08-03,22.7796
2005-08-04,22.5356
2005-08-05,22.4182
2005-08-08,22.4182
2005-08-09,22.5604
2005-08-10,22.6305
2005-08-11,22.8191
2005-08-12,22.6532
2005-08-15,22.6374
2005-08-16,22.2009
2005-08-17,22.1762
2005-08-18,21.9866
2005-08-19,22.037
2005-08-22,22.0439
2005-08-23,21.6845
2005-08-24,21.477
2005-08-25,21.4958
2005-08-26,21.3813
2005-08-29,21.5205
2005-08-30,21.3131
2005-08-31,21.5205
2005-09-01,21.5768
2005-09-02,21.5619
2005-09-06,21.715
2005-09-07,21.8473
2005-09-08,21.7318
2005-09-09,21.954
2005-09-12,22.0133
2005-09-13,21.7752
2005-09-14,21.8563
2005-09-15,21.7901
2005-09-16,21.8227
2005-09-19,21.6667
2005-09-20,21.3388
2005-09-21,21.0939
2005-09-22,21.2173
2005-09-23,21.2351
2005-09-26,21.2094
2005-09-27,21.2094
2005-09-28,21.2736
2005-09-29,21.3981
2005-09-30,21.5619
2005-10-03,21.477
2005-10-04,21.243
2005-10-05,20.7551
2005-10-06,20.6485
2005-10-07,20.852
2005-10-10,20.7403
2005-10-11,20.7641
2005-10-12,20.5961
2005-10-13,20.5675
2005-10-14,20.6406
2005-10-17,20.7947
2005-10-18,20.5754
2005-10-19,20.7482
2005-10-20,20.6051
2005-10-21,20.7947
2005-10-24,21.2736
2005-10-25,21.2608
2005-10-26,21.4296
2005-10-27,21.2094
2005-10-28,21.5491
2005-10-31,21.6094
2005-11-01,21.6845
2005-11-02,21.9382
2005-11-03,21.8711
2005-11-04,21.8395
2005-11-07,21.954
2005-11-08,21.8473
2005-11-09,21.8227
2005-11-10,22.1278
2005-11-11,22.4349
2005-11-14,22.6532
2005-11-15,22.5929
2005-11-16,22.6305
2005-11-17,22.9119
2005-11-18,22.9761
2005-11-21,23.1252
2005-11-22,23.1944
2005-11-23,23.1578
2005-11-25,23.2892
2005-11-28,23.2259
2005-11-29,23.4373
