Date,Adj Close
2005-02-25,16.7815
2005-02-28,16.7327
2005-03-01,16.9347
2005-03-02,16.8899
2005-03-03,16.7655
2005-03-04,16.8729
2005-03-07,16.9993
2005-03-08,16.8561
2005-03-09,16.8233
2005-03-10,16.8989
2005-03-11,16.6819
2005-03-14,16.7497
2005-03-15,16.5815
2005-03-16,16.4123
2005-03-17,16.4044
2005-03-18,16.3118
2005-03-21,16.3118
2005-03-22,16.1726
2005-03-23,16.2342
2005-03-24,16.2392
2005-03-28,16.2581
2005-03-29,16.1398
2005-03-30,16.3805
2005-03-31,16.4044
2005-04-01,16.2581
2005-04-04,16.3208
2005-04-05,16.3546
2005-04-06,16.3278
2005-04-07,16.5467
2005-04-08,16.4283
2005-04-11,16.3357
2005-04-12,16.4372
2005-04-13,16.2024
2005-04-14,15.9716
2005-04-15,15.49
2005-04-18,15.507
2005-04-19,15.701
2005-04-20,15.5577
2005-04-21,15.9716
2005-04-22,15.7836
2005-04-25,15.895
2005-04-26,15.7836
2005-04-27,15.8432
2005-04-28,15.682
2005-04-29,15.8264
2005-05-02,15.8094
2005-05-03,15.9168
2005-05-04,16.0244
2005-05-05,15.9984
2005-05-06,16.0422
2005-05-09,16.1148
2005-05-10,15.9408
2005-05-11,16.0174
2005-05-12,16.0332
2005-05-13,16.2342
2005-05-16,16.3895
2005-05-17,16.4452
2005-05-18,16.6819
2005-05-19,16.7735
2005-05-20,16.7973
2005-05-23,16.8561
2005-05-24,16.9417
2005-05-25,16.8641
2005-05-26,17.0551
2005-05-27,17.0321
2005-05-31,16.9257
2005-06-01,17.0919
2005-06-02,17.1685
2005-06-03,16.9864
2005-06-06,16.9595
2005-06-07,16.8899
2005-06-08,16.9257
2005-06-09,17.0063
2005-06-10,16.9157
2005-06-13,16.9864
2005-06-14,16.8809
2005-06-15,16.9864
2005-06-16,17.0163
2005-06-17,17.0243
2005-06-20,16.9993
2005-06-21,17.0739
2005-06-22,17.1088
2005-06-23,16.9765
2005-06-24,16.7655
2005-06-27,16.6312
2005-06-28,16.8391
2005-06-29,16.8641
2005-06-30,16.7069
2005-07-01,16.7497
2005-07-05,16.8561
2005-07-06,16.8153
2005-07-07,16.8461
2005-07-08,17.1516
2005-07-11,17.3277
2005-07-12,17.4192
2005-07-13,17.4938
2005-07-14,17.646
2005-07-15,17.6371
2005-07-18,17.5366
2005-07-19,17.7972
2005-07-20,17.7386
2005-07-21,17.6212
2005-07-22,17.5784
2005-07-25,17.4868
2005-07-26,17.6212
2005-07-27,17.7386
2005-07-28,17.7456
2005-07-29,17.653
2005-08-01,17.662
2005-08-02,17.839
2005-08-03,17.9554
2005-08-04,17.7894
2005-08-05,17.7456
2005-08-08,17.6022
2005-08-09,17.7386
2005-08-10,17.5366
2005-08-11,17.671
2005-08-12,17.4361
2005-08-15,17.5276
2005-08-16,17.3595
2005-08-17,17.5088
2005-08-18,17.3933
2005-08-19,17.4122
2005-08-22,17.4441
2005-08-23,17.4361
2005-08-24,17.3277
2005-08-25,17.3356
2005-08-26,17.2759
2005-08-29,17.3933
2005-08-30,17.3933
2005-08-31,17.4868
2005-09-01,17.4441
2005-09-02,17.3933
2005-09-06,17.5953
2005-09-07,17.5953
2005-09-08,17.6371
2005-09-09,17.653
2005-09-12,17.6958
2005-09-13,17.7138
2005-09-14,17.5276
2005-09-15,17.4868
2005-09-16,17.5953
2005-09-19,17.451
2005-09-20,17.3844
2005-09-21,17.1765
2005-09-22,17.2451
2005-09-23,17.2531
2005-09-26,17.2282
2005-09-27,17.1685
2005-09-28,17.2759
2005-09-29,17.4122
2005-09-30,17.5276
2005-10-03,17.5018
2005-10-04,17.3436
2005-10-05,17.0999
2005-10-06,16.9059
2005-10-07,16.9506
2005-10-10,16.8312
2005-10-11,16.7069
2005-10-12,16.5974
2005-10-13,16.7158
2005-10-14,16.7815
2005-10-17,16.7655
2005-10-18,16.7327
2005-10-19,16.9417
2005-10-20,16.8153
2005-10-21,16.9157
2005-10-24,17.1337
2005-10-25,17.0163
2005-10-26,16.9765
2005-10-27,16.7895
2005-10-28,16.9506
2005-10-31,17.1257
2005-11-01,17.0919
2005-11-02,17.2849
2005-11-03,17.4441
2005-11-04,17.5187
2005-11-07,17.5526
2005-11-08,17.5605
2005-11-09,17.5446
2005-11-10,17.6958
2005-11-11,17.7386
2005-11-14,17.7554
2005-11-15,17.6958
2005-11-16,17.7624
2005-11-17,17.9734
2005-11-18,18.0719
2005-11-21,18.0629
2005-11-22,18.1833
2005-11-23,18.2838
2005-11-25,18.3335
2005-11-28,18.2659
2005-11-29,18.2659
2005-11-30,18.2092
2005-12-01,18.4847
2005-12-02,18.4669
2005-12-05,18.3723
2005-12-06,18.4002
2005-12-07,18.3654
2005-12-08,18.2351
2005-12-09,18.2997
2005-12-12,18.3485
2005-12-13,18.2898
2005-12-14,18.3176
2005-12-15,18.245
2005-12-16,18.0868
2005-12-19,17.8699
2005-12-20,17.8062
2005-12-21,17.8212
2005-12-22,17.9058
2005-12-23,17.9386
2005-12-27,17.7894
2005-12-28,17.7456
2005-12-29,17.646
2005-12-30,17.5276
2006-01-03,17.8699
2006-01-04,18.0808
2006-01-05,18.1644
2006-01-06,18.4519
2006-01-09,18.5097
2006-01-10,18.4917
2006-01-11,18.6679
2006-01-12,18.5683
2006-01-13,18.5603
2006-01-17,18.3723
2006-01-18,18.1554
2006-01-19,18.3176
2006-01-20,17.839
2006-01-23,17.7724
2006-01-24,17.8311
2006-01-25,17.8878
2006-01-26,18.0072
2006-01-27,18.2092
2006-01-30,18.2659
2006-01-31,18.1127
2006-02-01,18.2261
2006-02-02,17.9734
2006-02-03,17.847
2006-02-06,17.7972
2006-02-07,17.7456
2006-02-08,18.0868
2006-02-09,18.0072
2006-02-10,18.1475
2006-02-13,17.9824
2006-02-14,18.2261
2006-02-15,18.3256
2006-02-16,18.4917
2006-02-17,18.3913
2006-02-21,18.1933
2006-02-22,18.2838
2006-02-23,18.1933
2006-02-24,18.2002
2006-02-27,18.3654
2006-02-28,18.1554
2006-03-01,18.5166
2006-03-02,18.5603
2006-03-03,18.4519
2006-03-06,18.3723
2006-03-07,18.2589
2006-03-08,18.245
2006-03-09,18.1306
2006-03-10,18.2161
2006-03-13,18.2838
2006-03-14,18.4917
2006-03-15,18.6021
2006-03-16,18.4847
2006-03-17,18.5415
2006-03-20,18.5763
2006-03-21,18.5017
2006-03-22,18.5097
2006-03-23,18.4669
2006-03-24,18.5245
2006-03-27,18.5515
2006-03-28,18.3415
2006-03-29,18.6191
2006-03-30,18.6777
2006-03-31,18.5683
2006-04-03,18.6777
2006-04-04,18.7455
2006-04-05,18.9007
2006-04-06,18.8847
2006-04-07,18.6679
2006-04-10,18.6429
2006-04-11,18.4749
2006-04-12,18.5097
2006-04-13,18.5335
2006-04-17,18.3335
2006-04-18,18.7017
2006-04-19,18.6847
2006-04-20,18.7017
2006-04-21,18.5017
2006-04-24,18.4749
2006-04-25,18.4669
2006-04-26,18.5335
2006-04-27,18.7185
2006-04-28,18.3256
2006-05-01,18.1744
2006-05-02,18.2589
2006-05-03,18.2161
2006-05-04,18.2838
2006-05-05,18.3813
2006-05-08,18.4101
2006-05-09,18.3335
2006-05-10,18.1385
2006-05-11,17.7624
2006-05-12,17.5953
2006-05-15,17.6112
2006-05-16,17.4441
2006-05-17,17.2113
2006-05-18,17.1516
2006-05-19,17.2759
2006-05-22,17.1257
2006-05-23,16.9993
2006-05-24,17.1685
2006-05-25,17.3277
2006-05-26,17.4122
2006-05-30,17.064
2006-05-31,17.1337
2006-06-01,17.4282
2006-06-02,17.3685
2006-06-05,17.1088
2006-06-06,17.1088
2006-06-07,16.8729
2006-06-08,16.7895
2006-06-09,16.7237
2006-06-12,16.4123
2006-06-13,16.4283
