,H=5,H=6,H=7,H=8,H=9,H=10,H=11,H=12,H=13,H=14,H=15
2008-06-20,83.78746149229049,83.78848079350755,83.7887053189096,83.78868763383728,83.78873231479538,83.78874529783614,83.78874610024283,83.78874709522658,83.78874736964367,83.78874750047376,83.78874752044577
2008-06-23,83.87367731425164,83.87467217601981,83.87479654985076,83.87481738673472,83.87487383886419,83.87488303958948,83.87488404922216,83.87488529508535,83.87488586242429,83.87488605830771,83.87488607782154
2008-06-24,83.84947628310537,83.85054250779423,83.85064932669432,83.8506755809052,83.85074010399147,83.85074983666652,83.85075093652782,83.85075251982653,83.85075331512718,83.85075353704374,83.85075354717686
2008-06-25,83.82512108825159,83.82606851306119,83.8261643358818,83.8261978562601,83.82626878943411,83.8262781074604,83.826279440006,83.82628095927235,83.82628163826186,83.82628184233627,83.82628185305563
2008-06-26,83.85076612110768,83.8514016564586,83.85153280509843,83.85155947162072,83.85162179726238,83.85162931742325,83.85163064830923,83.85163183218535,83.85163231528485,83.85163246944494,83.85163248129737
2008-06-27,83.91939968897508,83.91993915875004,83.9200623668226,83.92009765086311,83.92015400987624,83.92015980220779,83.92016090124233,83.9201619728696,83.92016246708086,83.92016267273257,83.92016269151344
2008-06-30,83.87219440131601,83.87260709080675,83.87278783722684,83.87281818042729,83.87288919826135,83.87290107542586,83.87290118133505,83.87290184455772,83.87290202245767,83.8729021328624,83.87290216879293
2008-07-01,83.81585618472766,83.81636538643396,83.81652035125188,83.81656484724418,83.8166220847872,83.81662712234198,83.816628359335,83.81662881826387,83.81662902097963,83.81662918448666,83.81662921538539
2008-07-02,83.84079014962052,83.84129309510105,83.84143350880552,83.84146923826911,83.84150123477725,83.84150402623244,83.84150471352467,83.84150500292134,83.84150516875485,83.84150532574068,83.84150535058869
2008-07-03,83.9329430154341,83.93337493155347,83.93360462563967,83.93370785168142,83.933735861846,83.93373628468012,83.93373837704975,83.93373900071761,83.93373911956492,83.93373924671857,83.93373932422114
2008-07-04,83.85531344625475,83.85578668234747,83.85597204338413,83.85604796558049,83.85607897024124,83.85608073539157,83.85608194846512,83.85608269493164,83.85608286722479,83.85608294299378,83.85608299040939
2008-07-07,83.86536581475129,83.86581796338135,83.86597924726186,83.86605793241618,83.866089023999,83.86609074418931,83.86609192362744,83.86609240074563,83.8660925446574,83.86609259815056,83.86609264109488
2008-07-08,83.83166177374643,83.83226613207457,83.83255788824933,83.8326578945957,83.83268713475344,83.83268930522728,83.83269069155735,83.83269133835344,83.83269159928173,83.83269168090884,83.83269173774026
2008-07-09,83.72049504853823,83.72110378527162,83.72136625989229,83.72145831863241,83.72148463780475,83.72148608875919,83.72148714136074,83.7214878304848,83.72148809719668,83.72148813818167,83.72148819770746
2008-07-10,83.63512933254931,83.63561342989973,83.63585291125027,83.63592653738874,83.63594722529164,83.63594900273225,83.63595005939997,83.63595048413195,83.63595082637354,83.63595098804878,83.63595104838552
2008-07-11,83.69307513808262,83.69356150535879,83.69379558077156,83.69394326151405,83.69398084881377,83.69398466972739,83.69398663989732,83.69398704120374,83.69398742418046,83.69398762531249,83.6939876986882
2008-07-14,83.62888507462169,83.62928889288614,83.62947908284788,83.62956767838836,83.62958438091772,83.62958569252737,83.62958516163818,83.62958523934071,83.62958560630277,83.62958574137352,83.62958578933976
2008-07-15,83.53226313532969,83.53270389597466,83.53289520759081,83.53298375345261,83.53301104361589,83.53301985853057,83.53302213226567,83.53302274399627,83.53302291249041,83.53302293084961,83.53302296039793
2008-07-16,83.53385870638559,83.53423241667774,83.53430818761557,83.53434596082703,83.53435455529039,83.53435605175393,83.53435643544125,83.53435649609273,83.5343565598704,83.53435659050236,83.53435660715651
2008-07-17,83.30664283696497,83.30716174477969,83.30721885861946,83.30725401039581,83.30726424932251,83.30726604282232,83.3072668563072,83.30726722967032,83.30726726144638,83.30726728796424,83.30726731911562
2008-07-18,83.23215531938182,83.23252445755234,83.23259502721214,83.23266668630622,83.23267861979168,83.23268318377005,83.23268434373645,83.23268468758738,83.23268475352565,83.23268479596392,83.23268482940911
2008-07-21,83.10300184338737,83.10322364812446,83.10337186411724,83.10343108134404,83.1034390420657,83.10344200093532,83.10344389204361,83.10344461440434,83.10344480849902,83.10344486100954,83.10344488547999
2008-07-22,83.22950658627366,83.22971343208714,83.22981709173084,83.22988037407958,83.2298918956086,83.22989537683421,83.22989667982085,83.22989732965344,83.22989751987595,83.22989758579459,83.22989761890844
2008-07-23,82.990439570166,82.99079359868597,82.99088839200112,82.99093334772566,82.99094668857016,82.99095482848743,82.9909576887373,82.99095894685607,82.99095934068094,82.9909594101121,82.99095948056487
2008-07-24,82.90119719815627,82.9016787489922,82.90178403513677,82.90187175871976,82.90189966055348,82.90190749882956,82.90191268291646,82.9019140272304,82.90191461054266,82.90191467776773,82.90191472460772
2008-07-25,82.92593968955923,82.92664572397214,82.92677745413353,82.92691948696597,82.9269424835406,82.92695723601315,82.9269638974101,82.92696571028048,82.92696653931964,82.92696657730232,82.9269666285161
2008-07-28,82.91284985943508,82.91326527547356,82.91342972989526,82.91351303959289,82.91353124674781,82.91354353219245,82.9135527529856,82.91355514242701,82.91355594057825,82.91355603616205,82.91355611262045
2008-07-29,82.82934053031532,82.82971532317535,82.82984773910437,82.82991308454733,82.82992822551148,82.82993630759545,82.8299449044869,82.82994582376381,82.82994638628243,82.82994648583049,82.82994651742369
2008-07-30,82.7620755737387,82.76235355106921,82.76245930014684,82.76250927901432,82.76252475336719,82.76253060600342,82.76253643753785,82.76253745890057,82.76253776417258,82.76253779954091,82.76253782722137
2008-07-31,82.68417294532232,82.6845654911536,82.68468461714053,82.6847609643328,82.68477954576157,82.68478732794406,82.68479411332689,82.6847952283289,82.6847956673212,82.68479575959886,82.68479579555745
2008-08-01,82.66524832009533,82.66591341300665,82.66618137296734,82.66634692356747,82.66638701236802,82.66639891287289,82.66641266719887,82.66641473826569,82.66641518230571,82.66641548440236,82.66641552916364
2008-08-04,82.55900197595129,82.5597365362882,82.55989940512545,82.55998880578443,82.56002187956605,82.56003112960406,82.56004200218393,82.56004437832688,82.5600449263685,82.56004517023263,82.5600452159089
2008-08-05,82.5721581716757,82.57275835043055,82.57288223534923,82.572980091472,82.57301540869952,82.5730248549853,82.57303408295999,82.57303562899432,82.5730359987602,82.5730362004134,82.57303622045544
2008-08-06,82.57017216298208,82.57089782396913,82.57101985843133,82.57112093985506,82.5711625545015,82.57117137736026,82.57118265337895,82.57118481404697,82.57118537465507,82.57118579455438,82.57118585133264
2008-08-07,82.57328015981726,82.57400851542317,82.57411880179556,82.57426363982638,82.57430586669376,82.5743279233299,82.57434143100994,82.57434197894773,82.57434329379325,82.5743436799712,82.57434376592717
2008-08-08,82.69324952419505,82.69518450500352,82.69527170355072,82.69546940774346,82.6955286278675,82.69555795195606,82.69557812329094,82.69557936483396,82.69558093682247,82.69558166134512,82.69558173962905
2008-08-11,82.59222709045855,82.59321108420501,82.59333584796754,82.59350784342968,82.59354438045389,82.59356407839321,82.59357706393064,82.59357846897531,82.59357942386043,82.59357992610443,82.5935799412336
2008-08-12,82.4286516299828,82.42952285408366,82.42963291060161,82.42978133033063,82.42980777385202,82.42982669557884,82.42983707894686,82.42983816570123,82.42983868230739,82.42983896032344,82.42983898344882
2008-08-13,82.35131742104258,82.35190150197799,82.3519833310821,82.35214171301112,82.35216132912662,82.35218474865985,82.35219118929928,82.35219304837891,82.35219373099784,82.35219389299822,82.3521939567173
2008-08-14,82.36103610051852,82.36140295381796,82.36149072084604,82.36164937784429,82.36167339595623,82.3616946961294,82.36170028022018,82.36170217463254,82.36170278887653,82.36170299015325,82.36170303179627
2008-08-15,82.2256066081009,82.2258194892205,82.22592459265805,82.22606134801592,82.22609711868412,82.22610946449778,82.22611679853638,82.2261178576883,82.22611880212806,82.2261191364443,82.22611920767928
2008-08-18,82.1323901029014,82.13262633293543,82.13274076042991,82.132907032524,82.13295783532075,82.13297800436152,82.13298508141823,82.13298631398119,82.13298733367122,82.13298777670344,82.13298785584155
2008-08-19,82.1482896456667,82.1486239673779,82.14874493623306,82.1489726885077,82.14903997058828,82.14907046167164,82.14908141281772,82.14908286542736,82.14908428370168,82.14908497054303,82.14908504785095
2008-08-20,81.98341467322953,81.98353931769635,81.98382037671152,81.98408327238914,81.98416449360313,81.98420290187957,81.98421152578133,81.98421325008186,81.98421493017953,81.98421557912027,81.98421563330712
2008-08-21,82.07135444767158,82.07163416051775,82.07185756209073,82.07219776708314,82.07228923570925,82.0723369243814,82.07235151670578,82.07235350433703,82.07235594183764,82.0723566551323,82.0723567153938
2008-08-22,82.0169470409376,82.01733017092916,82.01755316671444,82.0179094915898,82.01798491862083,82.01803546012715,82.01805041233534,82.01805223476786,82.01805500912147,82.01805582636992,82.01805589320398
2008-08-25,81.98421453200748,81.98454515296093,81.98479912165013,81.9851522279982,81.98528330825384,81.98532652802893,81.98533949012938,81.98534053184008,81.9853427913951,81.9853434027068,81.98534348981788
2008-08-26,82.07207204187797,82.07248431670043,82.0727219989428,82.07305336264437,82.07316297152768,82.07320378579789,82.0732163893314,82.07321735932773,82.07321932963315,82.07321985384895,82.07321995301228
2008-08-27,82.08982392472761,82.0902945008655,82.09056292673954,82.09090828688514,82.09101940868699,82.0910609163345,82.09107093531898,82.0910723873115,82.09107425821449,82.09107476422814,82.09107485552096
2008-08-28,82.10803069686114,82.1086193962058,82.10888853785664,82.10917989225172,82.1092561484538,82.10929497919336,82.1093047930007,82.10930672370196,82.10930898523864,82.10930973277867,82.10930985823867
2008-08-29,81.97969698303027,81.9802581148922,81.98055016565348,81.98084309458213,81.98092205274453,81.98096191588125,81.98097141088397,81.98097375374769,81.98097583931236,81.98097678570538,81.98097692230687
2008-09-01,82.04764624084281,82.0481815697655,82.04846123997325,82.04871680227363,82.0487971496948,82.04883611343176,82.0488482747877,82.04885052775064,82.04885262711777,82.04885369736161,82.04885383873301
2008-09-02,81.83817247646503,81.8387673139211,81.83901516041614,81.8392481176566,81.83935485080418,81.83938925022177,81.83940307012466,81.83940467931336,81.83940658692036,81.83940768860373,81.8394078691852
2008-09-03,81.79929951466491,81.79983986812775,81.80008403365858,81.8003943601782,81.80052611619577,81.80056272089828,81.8005777674608,81.80057922113069,81.80058103199282,81.80058210757086,81.80058229685933
2008-09-04,81.73507941690806,81.73567811610921,81.73594467353139,81.73622880700636,81.73637319835017,81.73640660224356,81.73642729443351,81.736429570066,81.7364323984812,81.73643403810726,81.73643449548511
2008-09-05,81.74386152094975,81.74434250854078,81.74456624792515,81.74477832619533,81.74490596245889,81.7449338649548,81.74495371213682,81.74495588714954,81.74495853630883,81.74495998411614,81.74496038241509
2008-09-08,81.72502951908123,81.72556515886323,81.72576040381058,81.7260172044805,81.72614086458914,81.72617388189346,81.7261937633279,81.72619742522073,81.72620027550185,81.7262018184378,81.72620219131427
2008-09-09,81.55134014507081,81.55194337683491,81.55215721791068,81.55240210438144,81.55255741723593,81.55258373165334,81.55260650383246,81.55261074042033,81.55261387399649,81.55261561551588,81.5526161347669
2008-09-10,81.77916895890847,81.77976200556945,81.7799289827798,81.7803092662592,81.78052759566327,81.78055336220477,81.78058276692651,81.78058526238779,81.78058982705242,81.78059146990289,81.78059200481756
2008-09-11,81.84291837764187,81.84393777837128,81.84414916297266,81.84433388109724,81.84445795312747,81.84447059673245,81.84449124655715,81.84449377077259,81.84449790375842,81.84449878180922,81.84449936260687
2008-09-12,81.88608132561335,81.8872014744646,81.8875474752317,81.88769498430854,81.88788135321747,81.88788812637895,81.88791716954556,81.88791964892191,81.887925004768,81.88792592602809,81.88792685564722
2008-09-15,81.40428407250677,81.40489795303242,81.40502397816331,81.40530682379222,81.40540079307395,81.40543011206783,81.40544309790587,81.40544774220186,81.40545067081426,81.40545143828162,81.4054519526783
2008-09-16,81.87451772174364,81.87521832683309,81.87531764507877,81.87573306331183,81.87585588616801,81.87588180613884,81.87589416585598,81.87590458579764,81.8759094923235,81.87591064074576,81.87591185251486
2008-09-17,82.08885919033739,82.08958504014502,82.08976864535393,82.0899905029623,82.09018025927702,82.09019712683846,82.09020434072158,82.0902081388774,82.0902112671099,82.09021172736362,82.09021243530431
2008-09-18,82.31913177930265,82.32029844720815,82.32068942459593,82.32096439069265,82.32108899803644,82.3211192042967,82.32113183622907,82.32113411823133,82.32113478268168,82.32113506051884,82.32113529677017
2008-09-19,82.49063351401563,82.49763929644833,82.50005316575759,82.50176970203856,82.5026137695046,82.50285812118496,82.5029564262539,82.50301958534763,82.5030518699734,82.50306196039936,82.5030648665187
2008-09-22,82.66434240951664,82.66734864556607,82.66814707064636,82.66875606641261,82.66897959631463,82.66905267640529,82.66906579559165,82.669070507702,82.6690737356498,82.66907484109231,82.6690752491508
2008-09-23,82.96048065659924,82.96477261094536,82.96562916926557,82.96632963663679,82.96642989644248,82.96647143633518,82.9665183788978,82.96653520227005,82.96653938271274,82.96654210120715,82.96654238507017
2008-09-24,82.95336251779683,82.95842601666638,82.95935918925754,82.96019763723338,82.96039676204792,82.96048703034576,82.96055220920576,82.96057258519488,82.96057582085975,82.9605773996101,82.9605779320761
2008-09-25,82.89208361934706,82.89549910197312,82.89659206424201,82.89732129801916,82.89756676130511,82.8976824679441,82.8977511924307,82.89777656687001,82.8977820704574,82.89778357611645,82.89778432453308
2008-09-26,82.94996280959815,82.95262608597605,82.95355992673271,82.95427147463512,82.95446816410555,82.95454154784382,82.95458240280304,82.95459621157441,82.95459907124089,82.95459991254634,82.95460026069333
2008-09-29,82.9130176682042,82.91590607150236,82.91688770867516,82.91771254427086,82.91789008076947,82.91795243764956,82.91798772615215,82.91800309294193,82.91800780974292,82.91800895047483,82.91800930677181
2008-09-30,83.56972238013886,83.57366242741016,83.57496999423533,83.57605303982567,83.5765002718306,83.57670787192795,83.57675440203897,83.57678475118566,83.57679358058293,83.57679817787155,83.57680111357426
2008-10-01,83.1650609146039,83.16741777999341,83.16835964617722,83.16932495550941,83.16958657896738,83.1696340159507,83.16967480240326,83.16970278164308,83.16971705237977,83.1697276976169,83.16973006654092
2008-10-02,83.12286022467237,83.1304767448722,83.13274527843588,83.13360860571078,83.13394172517243,83.13411432024222,83.13421631676967,83.1343575378213,83.13447241330529,83.1345139524845,83.13453293947123
2008-10-03,82.88627783247672,82.88773772676072,82.88846226970308,82.88963521854998,82.89020160912519,82.89040525179693,82.8904812827752,82.8905002298629,82.89053319330118,82.8905455669848,82.89054709644516
2008-10-06,82.81390528864267,82.8171142398138,82.8179193893885,82.81868314703918,82.81896834497486,82.8190718292672,82.81911423093877,82.81913705078267,82.81914537845971,82.81914727956743,82.81914898220765
2008-10-07,82.81777128546459,82.81955656515689,82.82024881202788,82.82080270454225,82.82123993057849,82.82141180804352,82.82148648680341,82.82152315802314,82.8215315198118,82.82153229806006,82.8215329934547
2008-10-08,83.1663055423747,83.16750558335258,83.16829872245965,83.16896069004662,83.16935097688584,83.16947849285374,83.16953170254646,83.16955772960515,83.16956408175221,83.16956484704602,83.16956540190536
2008-10-09,82.87165699729543,82.872485530964,82.87317500718348,82.8736497588082,82.87398041671133,82.87415120177329,82.87422140861744,82.87423744514093,82.87424221568352,82.87424324724397,82.87424370620046
2008-10-10,83.71458247057924,83.71777753755939,83.71845018403208,83.71916997297994,83.72005285770088,83.72059417776492,83.72075663794983,83.72078402332465,83.7207862419444,83.72078417082403,83.72078398664773
2008-10-13,83.72142203791674,83.72590365504043,83.7267745099035,83.72800189537787,83.72894132641693,83.72942038839619,83.72956368061426,83.72959203829396,83.72959740819826,83.72959538678695,83.72959632989847
2008-10-14,84.7592976455069,84.76321828005501,84.76521389956692,84.76637768190449,84.76726670709637,84.76766932876305,84.76786505639792,84.76804491510124,84.76812773603223,84.76817572971001,84.76821845020999
2008-10-15,84.4348289126133,84.43873705858933,84.44138216343983,84.44198884630477,84.44240316755642,84.44263754067698,84.44270168856238,84.44273362027492,84.44275258401717,84.442763528357,84.44276757774418
2008-10-16,84.79171399682168,84.79376377888043,84.79512140740782,84.79558482277876,84.79602729201987,84.79624642579094,84.79625521440026,84.79628821639753,84.79629238117764,84.79629482178727,84.79629609135635
2008-10-17,92.30769232482653,92.30769230724827,92.30769230770176,92.30769230768487,92.30769230769525,92.30769230769238,92.30769230769121,92.30769230768216,92.30769230769558,92.30769230769285,92.30769230768085
2008-10-20,92.31466585219665,92.30036488898149,92.31289271688178,92.30041875466702,92.31145473588721,92.30049784104408,92.3105074257623,92.30060051433657,92.31004376133079,92.30072486243597,92.3099647780914
2008-10-21,84.74628863862652,84.79168684048706,84.81314649978718,84.83063144606564,84.84862506194301,84.85541196438511,84.85793946907046,84.86128539941818,84.86316395252831,84.86388007972067,84.86502920106528
2008-10-22,84.50135650537808,84.5058028788289,84.51270992449966,84.51800943247181,84.51931722076294,84.52018539585839,84.52075755362782,84.5211889089186,84.52130651498445,84.52144026309276,84.52147237985386
2008-10-23,84.62990362829918,84.63375433495511,84.6439818622822,84.64754328394683,84.64877430390817,84.64915285164376,84.64969599686398,84.64974878896906,84.64988593682489,84.64990333841206,84.64992031043568
2008-10-24,84.45723809991009,84.46117496848179,84.46582289588245,84.46962684434477,84.46996058205964,84.47044433139718,84.47063338457106,84.47068243970686,84.47072825152185,84.4707454687113,84.47075360313099
2008-10-27,84.49137033213171,84.4948416365222,84.49937960348203,84.50095151925971,84.50159010639315,84.5018773325536,84.50203335034571,84.50205527220047,84.5021114483049,84.50211703114063,84.50212249527068
2008-10-28,84.59324884212134,84.59736813963704,84.60121300211996,84.60298172487538,84.60361010931503,84.60395384785298,84.60417149396466,84.60421520730328,84.60427574657496,84.6042836167734,84.6042976120848
2008-10-29,85.28412584843105,85.28917269394127,85.29191276628251,85.29352573864192,85.29403196316838,85.29438192327699,85.29452785532891,85.29456678868871,85.29462046611857,85.29462692161846,85.29463214929537
2008-10-30,85.24646624825276,85.25223550496388,85.25494959561287,85.25646004686497,85.25712797996474,85.25743435780974,85.25776173087655,85.25776666201092,85.25785864808323,85.2578666186849,85.25787230741095
2008-10-31,85.38838415311514,85.3886420174435,85.39333865262321,85.39393380225557,85.39403989248362,85.39407971683784,85.39414678467676,85.3941502271588,85.3941514829743,85.39414983463308,85.39414709288161
2008-11-03,85.3665038081602,85.36651750876526,85.3720162890856,85.37331827227406,85.37337387360922,85.37339521185862,85.37341821851102,85.37341432648508,85.37340662126392,85.37340121344073,85.37339774771982
2008-11-04,85.23643238891582,85.23687923292115,85.24168618514808,85.24269203185283,85.24273473720172,85.242721440071,85.24279029378768,85.24279685654619,85.24279308255889,85.24279024790718,85.24278785665048
2008-11-05,85.06291486081355,85.0625916840557,85.06757445541064,85.06850290704787,85.06846660766112,85.06840927219504,85.06843555660735,85.06841963400417,85.06840751360663,85.06839946392691,85.06839419612385
2008-11-06,84.94702753500766,84.9452137650004,84.94946522979647,84.95012397632588,84.94980329204928,84.94958083249261,84.94954438926469,84.94948123999045,84.94943220587967,84.9494036607135,84.94938904018353
2008-11-07,84.88447229741254,84.89039881841094,84.89849183656769,84.8992409536762,84.8996879813545,84.89989001591482,84.89998085518417,84.90002928000216,84.90004041081356,84.9000454017812,84.90004327354656
2008-11-10,84.95109512813414,84.95444422381738,84.96102076312503,84.96224588065331,84.9622480382641,84.96226118813955,84.96233738796512,84.96234412491658,84.96233579997188,84.96233249808472,84.96232906774149
2008-11-11,85.08626699820289,85.08809916064534,85.09199271954563,85.09304140505118,85.0929314353621,85.09293560038678,85.09292364600957,85.09292904988833,85.09291949710936,85.09291665963083,85.0929150514551
2008-11-12,85.05500440530649,85.057091711482,85.06030242842012,85.06118192989184,85.06108635020271,85.06109653325721,85.06108475893411,85.06109247635455,85.0610851324626,85.06108369875555,85.06108358506434
2008-11-13,85.10657553351948,85.10941246181896,85.11299219587596,85.113885597286,85.11373647083815,85.11372451770173,85.11372657408286,85.11373431645849,85.11372729595756,85.11372562582774,85.11372379432262
2008-11-14,85.15644030114426,85.17006810452183,85.19074343342048,85.19271467864475,85.1924578931029,85.19331964575136,85.19491848197667,85.19500644314788,85.19498979115721,85.19516561834467,85.19528416431102
2008-11-17,85.0963578061817,85.10598357817082,85.12621008302703,85.13509068109352,85.13577994809089,85.13626155465874,85.13769716054813,85.13840745962872,85.13873400119631,85.1391907191254,85.13959938741037
2008-11-18,85.15588276206617,85.16006914492654,85.16473268940139,85.16566813727312,85.16622947866908,85.16619223977759,85.16546683559129,85.16570119451731,85.16578876036066,85.16536494582778,85.16541752078534
2008-11-19,85.12058255460761,85.12444597148452,85.12755577998577,85.12835223068193,85.12839896750471,85.12847633871226,85.12862362697682,85.12866687352343,85.12867240246167,85.12867507374644,85.12867677396046
2008-11-20,85.25323452434839,85.25671431941724,85.25919714942418,85.25956715418171,85.2596194276899,85.25966638130778,85.25974271584992,85.25976651289872,85.25977016604904,85.25977266131079,85.25977354127026
2008-11-21,85.16562743242727,85.16793023621823,85.16923919093487,85.16935015025786,85.1693923458096,85.16940831141869,85.1694252445548,85.16943227369414,85.16943241273256,85.16943421228335,85.16943456797866
2008-11-24,85.67194327108251,85.67481535617947,85.67635834258868,85.67654016806276,85.67667068907514,85.67678066306425,85.67681322042013,85.67686682284746,85.67687266094744,85.67689061544516,85.67689561708308
2008-11-25,85.67731094187792,85.68291529064648,85.68488718024922,85.68522179281176,85.68605260112683,85.68608739205796,85.68628892648269,85.68632011820216,85.68633633253391,85.68634646996853,85.68634777051314
