,L=1,L=2,L=3,L=4
2015-04-03,76.91123233868213,78.1715035780714,79.48469315009572,80.21241223294753
2015-04-06,76.92925661579648,78.19951269813926,79.49779768930554,80.21187324056352
2015-04-07,77.07849340136814,78.34545328042721,79.62851373160825,80.38600566346959
2015-04-08,77.09289105145616,78.3457198950036,79.63978636285538,80.41747933001136
2015-04-09,77.1987481088813,78.29966022809445,79.61282285299056,80.41647312820572
2015-04-10,77.20506051419738,78.32757568599867,79.66227284335012,80.51453780662783
2015-04-13,77.14458555170755,78.2867164326693,79.61294247649278,80.38201601062985
2015-04-14,77.0898534687779,78.27402839677295,79.60964491568852,80.3608154029335
2015-04-15,77.08820544281234,78.15469378473098,79.40360503783978,80.19501329148373
2015-04-16,77.14014452370557,78.24485034853976,79.47462197828598,80.11773824799869
2015-04-17,77.16408541211511,78.23930930745966,79.47277922475539,80.10144206784872
2015-04-20,77.19796662403819,78.39257302440711,79.59503924792179,80.21253596833027
2015-04-21,77.19940750600198,78.38855698591965,79.73236396042138,80.22803270588315
2015-04-22,77.2640967515681,78.56594511256556,79.77034501791032,80.30696850732225
2015-04-23,77.37623029691318,78.66519085891998,79.8366915395643,80.37859076555833
2015-04-24,77.62603615541454,78.68340819010218,79.84187092196511,80.40668241314548
2015-04-27,77.66508314757992,78.67553205886426,79.85016206198193,80.42828450548019
2015-04-28,77.61205231109686,78.65729449280737,79.83663870483649,80.41456606843583
2015-04-29,77.60417305630305,78.6863434663388,79.83071245090242,80.48548765262082
2015-04-30,77.60709967126505,78.6146846040559,79.68128218050397,80.28871208562151
2015-05-01,77.59446080070032,78.64084954337342,79.71036033180516,80.2642540368515
2015-05-04,77.59492853812921,78.68400617452782,79.75570496937276,80.22335054632
2015-05-05,77.60176058848045,78.68911589611022,79.71722453993361,80.20834810234386
2015-05-06,77.61699262812728,78.71516769207622,79.7162302319635,80.20317171907328
2015-05-07,77.64960884664654,78.73892683812932,79.75761891912168,80.34557719342772
2015-05-08,77.68784671124713,78.80976128462537,79.82653052177173,80.38049072154236
2015-05-11,77.68205160518701,78.83877560037953,79.83492506202641,80.42104316901182
2015-05-12,77.67382566561652,78.81101029813318,79.78884896205975,80.24470669458753
2015-05-13,77.66361043565611,78.91470167470811,79.78554515973015,80.36991640061343
2015-05-14,77.67440411400439,78.8406109964308,79.75035811715527,80.3396444442823
2015-05-15,77.61356270748043,78.82660889165408,79.7224188423989,80.3480349029945
2015-05-18,77.6171574163832,78.86784257682707,79.72043513007961,80.39936431446104
2015-05-19,77.61051236940523,78.89445533535542,79.68966361449907,80.41150232234774
2015-05-20,77.66916621078045,78.87348181326763,79.69500311570154,80.48457959922733
2015-05-21,77.65615079758544,78.9344195674404,79.74046258793226,80.51143687487988
2015-05-22,77.70373069190917,78.90409665281872,79.64099070006925,80.42337987347643
2015-05-25,77.73087660002454,78.91247562192228,79.67505941083081,80.41799490421364
2015-05-26,77.73958397457139,78.9301389012089,79.68535983647787,80.39132628082733
2015-05-27,77.77780701069177,78.97477615628337,79.71140588412513,80.45841657517143
2015-05-28,77.81111891987925,78.9457120951781,79.67249860513166,80.46495689236104
2015-05-29,77.81369121791008,78.8843636793922,79.63041351974087,80.4177095617253
2015-06-01,77.85870812599266,78.93935494785734,79.42879170539568,80.1431134758474
2015-06-02,77.87138180228668,78.91680690695738,79.41140075902328,80.151954717251
2015-06-03,77.88382769774996,78.93643323090399,79.44763595712848,80.1863680470202
2015-06-04,77.90823998631157,78.9628379103444,79.47908277975917,80.2011492686842
2015-06-05,77.90322169143565,78.93995405393053,79.4738515016892,80.27973200028448
2015-06-08,77.87650107057942,78.90520741754649,79.45805953195925,80.30604386118893
2015-06-09,77.81631769306378,78.89983638764414,79.44711842431967,80.2904495961496
2015-06-10,77.71765231300502,78.82292021097693,79.27931033551646,80.23221969459662
2015-06-11,77.76679491999671,78.84141403212475,79.32210722978176,80.22191926638152
2015-06-12,77.77161507897385,78.84484789628624,79.30333542903772,80.25555693473295
2015-06-15,77.78145680288434,78.8532672369159,79.29588578768661,80.26830074432188
2015-06-16,77.73225579061204,78.7905217020997,79.15896867760266,80.0659423475158
2015-06-17,77.72661161213483,78.78672580323337,79.15360019991145,80.09063699121057
2015-06-18,77.70955090217882,78.69260959083934,79.11860647224745,80.05712305787492
2015-06-19,77.6882220193852,78.76564429295487,79.08960248138416,80.0125496258983
2015-06-22,77.7299286104731,78.71008202106769,79.06140820490802,79.97440430269455
2015-06-23,77.66264889901642,78.69020439291705,79.05732161114112,79.95415757348353
2015-06-24,77.66554605725405,78.71354050574696,79.0305444465782,80.03723911297871
2015-06-25,77.62835838895525,78.65068844424687,79.07994385831604,80.01080412425303
2015-06-26,77.64069981308066,78.69916137780422,79.08425549936837,80.02019371607825
2015-06-29,77.64149412511507,78.67015701431134,79.11086286030441,79.98272514503803
2015-06-30,77.51792273527127,78.61467867957418,79.06946164534942,79.94564962862147
2015-07-01,77.51818289447918,78.57228116239628,79.04311305531971,79.88920958225373
2015-07-02,77.43020666204077,78.44139398579534,78.95118200771059,79.84788806846778
