,Mean (%),Std. dev. (%),Skewness,Kurtosis,Jarque-Bera
IYC,0.03690972693813977,1.2047231639241376,-0.19802255650949596,10.095567282843508,6246.393984578743
IYH,0.038365477066463774,1.059138106099581,-0.32943705311187493,10.105582145717783,6298.381319740539
IYK,0.027146623896658215,0.974946172087564,-0.20216476071864384,12.156910591287648,10392.07076052723
IYW,0.03586882736768534,1.344841421249729,-0.15166266480615598,8.557430032120852,3830.679103855912
XLK,0.03539341003322768,1.299608455455331,-0.02281611973552566,12.092662328150746,10226.984555140922
XLP,0.03207176013383261,0.8587464805158318,-0.3541470203801151,8.58024962332447,3912.936496348851
XLU,0.025375387200588937,1.1103350285284346,0.20464422206846092,14.815344934445395,17290.753903722176
XLV,0.03756207070800638,1.0578678268310062,-0.31252388740864784,13.91402387168507,14783.67530682766
XLY,0.03800985541233606,1.3673328016678883,-0.30905019552353796,10.967486316679306,7899.202983050364
