,Mean (%),Std. dev. (%),Skewness,Kurtosis,Jarque-Bera
Supply Shock,-1.6206275695031646e-16,1.7466774623325583,-0.0022730512097567327,8.39504419366142,3599.2564368463627
Demand Shock,3.725580619547505e-18,1.4466179857245143,-0.16187878195564043,15.366238449639361,18931.241933702393
Risk Shock,0.0038091279425459257,7.422096112885465,1.3524555021737457,11.02548693122461,8874.131798175187
